Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-08-07 12:05:19.966507,4511.69696925,0,4059.39393899,4170.66666625,3846.12121174,0,3847.66666628,0,4231.96969655,0,4387.03030259,0,4154.18181777,0,4327.27272684,0,4907.33333284,0,4150.57575716,0,4374.15151471,0,4229.39393897,0,4775.96969649,0,4373.6363632,0,42.0,42.0,?
2017-08-07 12:05:19.968906,4570.42424197,0,4636.87878742,4170.66666625,3856.93939355,0,3925.45454506,0,4298.42424199,0,4472.03030258,0,4206.72727231,0,4361.27272684,0,4288.12121169,0,4089.27272686,0,4422.06060562,0,4282.96969654,0,4835.21212073,0,4448.33333289,0,42.0,42.0,?
2017-08-07 12:05:19.974698,4572.99999954,0,4637.90909045,4170.66666625,3858.4848481,0,3925.96969658,0,4281.424242,0,4459.66666622,0,4190.75757534,0,4346.84848441,0,4289.66666624,0,4092.36363595,0,4423.60606016,0,4285.54545412,0,4834.69696921,0,4447.30302986,0,42.0,42.0,?
2017-08-07 12:05:19.980092,4562.69696924,0,4627.09090863,4170.66666625,3847.15151477,0,3925.45454506,0,4263.90909048,0,4445.2424238,0,4173.75757534,0,4337.57575714,0,4308.21212078,0,4085.66666626,0,4408.15151471,0,4284.51515109,0,4822.33333285,0,4436.99999956,0,42.0,42.0,?
2017-08-07 12:05:19.983005,4553.93939348,0,4622.45454499,4170.66666625,3843.54545416,0,3925.96969658,0,4265.45454503,0,4440.60606016,0,4169.63636322,0,4336.0303026,0,4293.78787836,0,4076.9090905,0,4397.84848441,0,4273.69696927,0,4816.66666619,0,4433.90909047,0,42.0,42.0,?
2017-08-07 12:05:19.986226,4563.21212076,0,4632.24242378,4170.66666625,3850.75757537,0,3928.54545415,0,4270.09090866,0,4443.69696925,0,4173.75757534,0,4330.87878745,0,4275.24242381,0,4085.15151474,0,4407.6363632,0,4276.78787836,0,4823.36363588,0,4445.2424238,0,42.0,42.0,?
2017-08-07 12:05:19.990117,4568.87878742,0,4633.27272681,4170.66666625,3851.27272689,0,3928.54545415,0,4266.99999957,0,4445.75757531,0,4181.99999958,0,4333.96969654,0,4300.48484805,0,4095.45454505,0,4416.39393895,0,4283.48484806,0,4828.51515103,0,4449.36363592,0,42.0,42.0,?
2017-08-07 12:05:19.993004,4555.48484803,0,4621.93939348,4170.66666625,3840.45454507,0,3928.03030264,0,4269.57575715,0,4444.21212077,0,4184.57575716,0,4334.99999957,0,4341.69696926,0,4101.12121171,0,4398.36363592,0,4281.424242,0,4812.03030255,0,4437.51515107,0,42.0,42.0,?
2017-08-07 12:05:19.996345,4555.48484803,0,4621.93939348,4170.66666625,3840.45454507,0,3928.03030264,0,4269.57575715,0,4443.18181774,0,4177.87878746,0,4334.99999957,0,4341.69696926,0,4101.12121171,0,4398.36363592,0,4281.424242,0,4812.03030255,0,4429.27272683,0,42.0,42.0,?
2017-08-07 12:05:19.999159,4559.09090864,0,4621.42424196,4170.66666625,3836.84848446,0,3923.393939,0,4269.57575715,0,4444.72727228,0,4171.69696928,0,4329.3333329,0,4333.45454502,0,4107.30302989,0,4401.45454501,0,4288.63636321,0,4816.66666619,0,4433.90909047,0,42.0,42.0,?
