Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-08-07 12:16:43.668695,4503.454545,0,4158.30302989,0,3955.33333294,0,3800.27272689,0,4276.78787836,0,4552.90909045,0,4249.99999958,0,4391.66666623,0,5078.36363586,0,4181.99999958,0,4434.42424198,0,4292.75757533,86.5454545368,4828.51515103,0,4462.2424238,0,42.0,42.0,?
2017-08-07 12:16:43.668791,4503.454545,0,4158.30302989,0,3955.33333294,0,3800.27272689,0,4295.3333329,0,4552.90909045,0,4249.99999958,0,4391.66666623,0,5078.36363586,0,4181.99999958,0,4434.42424198,0,4292.75757533,86.5454545368,4828.51515103,0,4462.2424238,0,42.0,42.0,?
2017-08-07 12:16:43.668850,4505.51515106,4162.42424201,4155.72727231,4071.75757535,3947.0909087,0,3801.81818144,0,4304.09090866,0,4553.93939348,0,4254.63636321,0,4397.33333289,0,5086.6060601,0,4201.57575716,0,4447.30302986,0,4308.21212078,86.5454545368,4837.27272679,0,4466.36363592,0,42.0,42.0,?
2017-08-07 12:16:43.671412,4505.51515106,4162.42424201,4155.72727231,4071.75757535,3947.0909087,0,3801.81818144,0,4304.09090866,0,4553.93939348,0,4254.63636321,0,4397.33333289,0,5086.6060601,0,4201.57575716,0,4447.30302986,0,4308.21212078,86.5454545368,4837.27272679,0,4466.36363592,0,42.0,42.0,?
2017-08-07 12:16:43.675133,4498.81818137,4162.42424201,4155.2121208,4071.75757535,3949.15151476,0,3803.8787875,0,4298.42424199,0,4560.63636318,0,4264.424242,0,4393.72727229,0,5084.54545404,0,4195.39393897,0,4440.60606016,0,4300.48484805,86.5454545368,4830.06060558,0,4461.21212077,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.680200,4501.39393894,4162.42424201,4153.66666625,4071.75757535,3950.18181779,486.303030254,3804.90909053,0,4304.09090866,0,4563.21212076,0,4268.0303026,0,4389.60606017,0,5082.48484798,0,4195.39393897,0,4438.5454541,0,4303.06060563,86.5454545368,4830.06060558,0,4463.78787834,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.683941,4504.99999955,4162.42424201,4144.39393898,4071.75757535,3947.60606021,486.303030254,3801.30302992,741.818181744,4312.84848442,0,4566.30302985,0,4267.51515109,0,4399.39393895,0,5088.15151464,0,4192.30302988,0,4440.09090865,0,4307.18181775,86.5454545368,4831.09090861,0,4465.33333289,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.686961,4504.99999955,4162.42424201,4138.2121208,4071.75757535,3945.03030264,486.303030254,3797.1818178,741.818181744,4305.12121169,647.030302966,4566.81818136,0,4268.54545412,0,4408.66666623,0,5095.87878737,0,4189.72727231,0,4440.09090865,0,4304.60606018,86.5454545368,4833.15151467,0,4463.78787834,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.689948,4506.54545409,4162.42424201,4134.09090868,4071.75757535,3942.96969658,486.303030254,3798.21212083,741.818181744,4299.96969654,647.030302966,4562.69696924,581.090909033,4269.06060563,0,4404.03030259,0,5095.36363585,0,4194.87878746,0,4440.60606016,0,4305.63636321,86.5454545368,4839.84848436,0,4463.78787834,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.693267,4507.57575713,4162.42424201,4129.45454504,4071.75757535,3939.87878748,486.303030254,3796.15151477,741.818181744,4302.0303026,647.030302966,4562.69696924,581.090909033,4263.90909048,3317.57575724,4396.30302986,0,5087.63636313,0,4195.90909049,0,4448.33333289,0,4310.27272684,86.5454545368,4846.03030255,0,4464.81818137,185.454545436,42.0,42.0,?
2017-08-07 12:16:43.696220,4506.03030258,4162.42424201,4125.84848444,4071.75757535,3937.81818142,486.303030254,3791.51515114,741.818181744,4296.87878745,647.030302966,4561.66666621,581.090909033,4253.09090867,3317.57575724,4390.6363632,3424.72727238,5084.03030252,0,4193.84848443,0,4451.93939349,0,4309.75757533,86.5454545368,4846.03030255,0,4464.30302986,185.454545436,42.0,42.0,?
