Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-08-07 13:37:03.696169,4628.12121166,0,4251.54545412,0,3966.66666627,0,3940.90909052,0,4374.15151471,0,4534.36363591,107.151515141,4290.69696927,0,4428.75757531,0,5074.24242374,0,4209.8181814,0,4475.63636319,0,4352.51515108,0,4916.60606011,0,4565.78787833,0,42.0,42.0,?
2017-08-07 13:37:03.696276,4633.27272681,0,4255.15151473,0,3969.24242385,0,3948.12121173,0,4378.27272683,0,4537.454545,107.151515141,4283.99999957,3692.60606024,4433.39393895,0,5074.75757525,0,4209.30302988,0,4475.12121167,0,4348.90909047,0,4920.72727224,0,4573.51515106,0,42.0,42.0,?
2017-08-07 13:37:03.697130,4633.27272681,0,4255.15151473,0,3969.24242385,0,3948.12121173,0,4378.27272683,0,4537.454545,107.151515141,4283.99999957,3692.60606024,4433.39393895,0,5074.75757525,0,4209.30302988,0,4475.12121167,0,4348.90909047,0,4920.72727224,0,4573.51515106,0,42.0,42.0,?
2017-08-07 13:37:03.697198,4628.12121166,0,4262.87878745,0,3966.15151475,0,3948.63636324,0,4385.99999956,0,4542.60606015,107.151515141,4306.15151472,3692.60606024,4439.57575713,3140.36363605,5086.09090858,3247.51515119,4208.78787837,519.272727221,4471.51515107,0,4353.54545411,0,4920.21212072,0,4571.96969651,0,42.0,42.0,?
2017-08-07 13:37:03.697856,4628.12121166,0,4262.87878745,0,3966.15151475,0,3948.63636324,0,4385.99999956,0,4542.60606015,107.151515141,4306.15151472,3692.60606024,4439.57575713,3140.36363605,5086.09090858,3247.51515119,4208.78787837,519.272727221,4471.51515107,0,4348.39393896,0,4920.21212072,0,4571.96969651,0,42.0,42.0,?
2017-08-07 13:37:03.697896,4628.12121166,0,4262.87878745,0,3966.15151475,0,3948.63636324,0,4385.99999956,0,4542.60606015,107.151515141,4306.15151472,3692.60606024,4439.57575713,3140.36363605,5086.09090858,3247.51515119,4208.78787837,519.272727221,4471.51515107,0,4348.39393896,0,4920.21212072,0,4571.96969651,0,42.0,42.0,?
2017-08-07 13:37:03.697933,4620.39393893,0,4251.54545412,0,3968.72727233,0,3952.75757536,0,4385.99999956,0,4544.66666621,107.151515141,4300.99999957,3692.60606024,4433.39393895,3140.36363605,5080.42424192,3247.51515119,4197.96969655,519.272727221,4458.63636319,3535.99999965,4339.12121169,0,4899.60606012,0,4577.12121166,0,42.0,42.0,?
2017-08-07 13:37:03.700361,4620.39393893,0,4251.54545412,0,3968.72727233,0,3952.75757536,0,4385.99999956,0,4538.99999955,107.151515141,4287.09090866,3692.60606024,4433.39393895,3140.36363605,5080.42424192,3247.51515119,4197.96969655,519.272727221,4458.63636319,3535.99999965,4339.12121169,4199.5151511,4899.60606012,0,4563.72727227,0,42.0,42.0,?
2017-08-07 13:37:03.705171,4617.81818136,0,4253.09090867,0,3957.393939,0,3950.6969693,0,4385.99999956,0,4542.60606015,107.151515141,4291.7272723,3692.60606024,4437.51515107,3140.36363605,5069.6060601,3247.51515119,4186.1212117,519.272727221,4449.87878743,3535.99999965,4330.36363593,4199.5151511,4892.90909042,3733.81818144,4544.1515147,0,42.0,42.0,?
2017-08-07 13:37:03.708064,4617.81818136,0,4253.09090867,0,3950.18181779,0,3950.6969693,0,4385.99999956,0,4545.69696924,107.151515141,4298.42424199,3692.60606024,4439.57575713,3140.36363605,5071.66666616,3247.51515119,4182.5151511,511.030302979,4448.8484844,3535.99999965,4330.36363593,4199.5151511,4894.45454497,3733.81818144,4546.72727227,0,42.0,42.0,?
